Lead1,Lead2,Lead3
0.0467313,0.126196,0.0796494
0.0489449,0.128455,0.0796543
0.0507766,0.130792,0.0801272
0.0521803,0.132985,0.0808686
0.0531934,0.134894,0.0817612
0.0539248,0.136565,0.0828154
0.0542099,0.137951,0.0839048
0.0540619,0.139075,0.0851224
0.0537941,0.140146,0.0867092
0.0534473,0.141332,0.0884417
0.05302,0.142718,0.0902073
0.0524641,0.144162,0.0920971
0.0516808,0.145377,0.0940309
0.0506311,0.14646,0.0962375
0.0490982,0.147507,0.0988882
0.0470259,0.148286,0.101744
0.0446624,0.148828,0.104621
0.042242,0.149348,0.107462
0.0396836,0.149767,0.110279
0.037032,0.149932,0.112989
0.0344695,0.149937,0.115505
0.0320271,0.149828,0.117872
0.0295802,0.149475,0.120012
0.0269915,0.148806,0.121844
0.0243392,0.147711,0.123317
0.0215834,0.146188,0.124533
0.0189206,0.144646,0.125668
0.0166824,0.143471,0.126786
0.0147191,0.142585,0.12797
0.0129028,0.141769,0.129115
0.0112069,0.140904,0.130024
0.00951242,0.139915,0.130725
0.00778119,0.139099,0.131571
0.0060107,0.138498,0.132683
0.00413176,0.137695,0.133755
0.00209282,0.136703,0.134774
0.000139662,0.135881,0.135835
-0.00165709,0.135356,0.137055
-0.00355857,0.134903,0.138476
-0.00569007,0.134489,0.140179
-0.00822925,0.133938,0.142174
-0.0111623,0.132971,0.144134
-0.0141749,0.131737,0.145901
-0.0171588,0.130368,0.147451
-0.0201922,0.128701,0.148707
-0.0233157,0.126611,0.149711
-0.026527,0.124183,0.150478
-0.029483,0.121743,0.15095
-0.0319415,0.119563,0.15116
-0.034297,0.117376,0.151284
-0.0367937,0.115041,0.151462
-0.0394668,0.112468,0.151624
-0.0423765,0.109501,0.151603
-0.0453114,0.106385,0.151358
-0.0480862,0.103318,0.151075
-0.0506673,0.100388,0.150824
-0.0529629,0.0976842,0.150497
-0.0549474,0.0951165,0.149925
-0.0565435,0.0927665,0.149133
-0.0574852,0.0908474,0.148176
-0.0578505,0.0894369,0.147114
-0.0578872,0.0884195,0.146027
-0.057722,0.0875494,0.144894
-0.0573803,0.0867609,0.143754
-0.0566926,0.0860934,0.142428
-0.05552,0.0855116,0.140763
-0.0538859,0.0852996,0.139003
-0.0519134,0.0855872,0.137346
-0.0498856,0.0858969,0.135744
-0.0480487,0.0860466,0.13409
-0.0462531,0.0862045,0.132376
-0.044465,0.0862182,0.13059
-0.0427126,0.0859016,0.128533
-0.0407619,0.0853181,0.126029
-0.0384333,0.0847728,0.123141
-0.0356582,0.0844373,0.119981
-0.0321591,0.0845231,0.116598
