Lead1,Lead2,Lead3
-26.215,-28.6516,-2.03777
-26.2132,-28.6441,-2.02748
-26.2132,-28.6363,-2.01933
-26.2098,-28.6267,-2.01155
-26.2101,-28.6184,-2.00385
-26.2067,-28.6093,-1.99753
-26.2074,-28.6005,-1.98733
-26.208,-28.5901,-1.97344
-26.2058,-28.5826,-1.96989
-26.2031,-28.573,-1.96625
-26.2018,-28.5638,-1.95969
-26.2027,-28.5563,-1.94731
-26.2067,-28.5543,-1.94394
-26.2116,-28.5551,-1.93834
-26.2163,-28.5502,-1.93001
-26.2163,-28.5437,-1.92182
-26.219,-28.543,-1.91886
-26.2224,-28.542,-1.91349
-26.2266,-28.5435,-1.91176
-26.2325,-28.5403,-1.90352
-26.2401,-28.5406,-1.89683
-26.2466,-28.543,-1.89341
-26.2515,-28.5432,-1.88786
-26.2582,-28.5476,-1.88476
-26.2654,-28.5478,-1.87693
-26.2661,-28.543,-1.87484
-26.2658,-28.5362,-1.87019
-26.2634,-28.5345,-1.86314
-26.2582,-28.5251,-1.86355
-26.2564,-28.5173,-1.8579
-26.2513,-28.5052,-1.84775
-26.2497,-28.4888,-1.83605
-26.2457,-28.4786,-1.82681
-26.2443,-28.4673,-1.81834
-26.2452,-28.4627,-1.81292
-26.2481,-28.4673,-1.81429
-26.2537,-28.466,-1.80896
-26.2448,-28.4578,-1.81069
-26.2298,-28.452,-1.81843
-26.2293,-28.4542,-1.82198
-26.2291,-28.4619,-1.82954
-26.2318,-28.4714,-1.83728
-26.2367,-28.4777,-1.83696
-26.2488,-28.4895,-1.83637
-26.254,-28.4975,-1.83965
-26.2625,-28.5064,-1.83974
-26.2641,-28.5113,-1.84579
-26.2596,-28.5067,-1.84333
-26.2582,-28.5047,-1.8401
-26.2593,-28.4997,-1.83605
-26.2564,-28.4958,-1.83509
-26.2475,-28.4895,-1.83723
-26.2354,-28.4801,-1.83673
-26.2275,-28.4665,-1.83437
-26.2262,-28.4612,-1.83191
-26.2224,-28.4564,-1.82886
-26.2174,-28.4438,-1.82162
-26.2136,-28.4353,-1.81707
-26.2134,-28.436,-1.81998
-26.2201,-28.4409,-1.81588
-26.2298,-28.4448,-1.80892
-26.2416,-28.4489,-1.80241
-26.2515,-28.4556,-1.79995
-26.2596,-28.4677,-1.80418
-26.2587,-28.4718,-1.81138
-26.2549,-28.4764,-1.81839
-26.254,-28.4793,-1.82148
-26.2477,-28.4755,-1.82153
-26.2446,-28.474,-1.82408
-26.2439,-28.4728,-1.82617
-26.2425,-28.4755,-1.82877
-26.241,-28.474,-1.83027
-26.2401,-28.4726,-1.82872
-26.2407,-28.4704,-1.82613
-26.241,-28.4704,-1.82462
-26.2421,-28.4699,-1.82244
-26.2378,-28.4648,-1.82294
-26.2336,-28.4576,-1.82207
-26.2197,-28.4375,-1.81215
-26.2168,-28.4281,-1.80737
-26.2179,-28.4247,-1.80154
-26.2195,-28.4198,-1.79717
-26.2219,-28.4191,-1.79198
-26.2233,-28.4169,-1.78788
-26.2248,-28.4148,-1.78634
-26.2179,-28.4077,-1.78629
-26.2118,-28.3949,-1.77805
-26.2062,-28.3845,-1.77527
-26.2085,-28.3879,-1.77659
-26.2143,-28.3911,-1.7725
-26.2239,-28.3973,-1.76922
-26.2423,-28.4136,-1.76813
-26.2544,-28.423,-1.76544
-26.2645,-28.4269,-1.7603
-26.2679,-28.43,-1.76107
-26.2712,-28.4339,-1.75948
-26.2853,-28.446,-1.75971
-26.293,-28.4578,-1.76221
-26.2992,-28.4641,-1.7618
-26.301,-28.4658,-1.76166
-26.3006,-28.4653,-1.76084
-26.2979,-28.4593,-1.75716
-26.2927,-28.4569,-1.75961
-26.293,-28.4547,-1.75775
-26.2903,-28.451,-1.75766
-26.2865,-28.4503,-1.75802
-26.286,-28.4469,-1.75752
-26.2826,-28.4368,-1.75174
-26.2661,-28.4244,-1.75301
-26.2551,-28.4114,-1.75133
-26.2477,-28.3988,-1.74664
-26.2421,-28.3898,-1.74231
-26.2372,-28.3838,-1.74095
-26.2322,-28.3787,-1.74272
-26.2327,-28.3785,-1.74309
-26.2262,-28.3722,-1.74241
-26.2132,-28.363,-1.7465
-26.2049,-28.3615,-1.75238
-26.1984,-28.3598,-1.75656
-26.1874,-28.3545,-1.76144
-26.1749,-28.3497,-1.76977
-26.1657,-28.3432,-1.77364
-26.1628,-28.3371,-1.77095
-26.1603,-28.3318,-1.76968
-26.1578,-28.3294,-1.76681
-26.1536,-28.3265,-1.76763
-26.1552,-28.3255,-1.76376
-26.1596,-28.3214,-1.75816
-26.1643,-28.319,-1.75192
-26.1648,-28.3132,-1.74309
-26.159,-28.3013,-1.73594
-26.1527,-28.2914,-1.73517
-26.1536,-28.2861,-1.72825
-26.1576,-28.2791,-1.7186
-26.1601,-28.274,-1.70949
-26.1664,-28.2742,-1.70558
-26.1684,-28.274,-1.69984
-26.1717,-28.2732,-1.69524
-26.1798,-28.2749,-1.69338
-26.1836,-28.274,-1.68555
-26.182,-28.2691,-1.6753
-26.1847,-28.2626,-1.67416
-26.1834,-28.2546,-1.66734
-26.1879,-28.2524,-1.66301
-26.1901,-28.2539,-1.65855
-26.1964,-28.2488,-1.64639
-26.2065,-28.2474,-1.63556
-26.2157,-28.25,-1.63042
-26.2186,-28.2481,-1.62527
-26.2206,-28.244,-1.62181
-26.2264,-28.2447,-1.6163
-26.2273,-28.2459,-1.61553
-26.2273,-28.244,-1.61307
-26.2271,-28.244,-1.61102
-26.2311,-28.2466,-1.61148
-26.2356,-28.2495,-1.61243
-26.2374,-28.2566,-1.61521
-26.2434,-28.2604,-1.61334
-26.239,-28.2546,-1.61075
-26.2338,-28.2457,-1.60679
-26.2336,-28.2418,-1.60146
-26.2322,-28.2396,-1.60082
-26.2327,-28.2396,-1.60214
-26.2351,-28.2401,-1.60096
-26.2369,-28.2304,-1.5909
-26.2396,-28.2292,-1.5853
-26.2439,-28.2331,-1.58494
-26.2486,-28.2319,-1.57979
-26.245,-28.2241,-1.57633
-26.2472,-28.2183,-1.56714
-26.2522,-28.2176,-1.5619
-26.2589,-28.2128,-1.54952
-26.2703,-28.2179,-1.54333
-26.2775,-28.2227,-1.54128
-26.2793,-28.2237,-1.54032
-26.2831,-28.2246,-1.53946
-26.2876,-28.2314,-1.54142
-26.293,-28.2372,-1.53969
-26.2977,-28.242,-1.5416
-26.2918,-28.2377,-1.54228
-26.288,-28.2336,-1.54369
-26.2945,-28.2377,-1.53891
-26.2988,-28.2384,-1.53582
-26.3068,-28.2459,-1.53331
-26.3136,-28.2524,-1.53582
-26.3151,-28.2527,-1.53504
-26.3158,-28.2529,-1.53181
-26.316,-28.2503,-1.52871
-26.3133,-28.2474,-1.52908
-26.3122,-28.2474,-1.53181
-26.3064,-28.2416,-1.53185
-26.2956,-28.2341,-1.53322
-26.2912,-28.2249,-1.53158
-26.2876,-28.2203,-1.53058
-26.2867,-28.2186,-1.52967
-26.2835,-28.2159,-1.52753
-26.2766,-28.2128,-1.53267
-26.2681,-28.2111,-1.53609
-26.2609,-28.1983,-1.53381
-26.2555,-28.1915,-1.53081
-26.2571,-28.1937,-1.53003
-26.2598,-28.1929,-1.53053
-26.2567,-28.1898,-1.53022
-26.2582,-28.1941,-1.53131
-26.256,-28.1975,-1.53786
-26.2497,-28.2004,-1.54547
-26.241,-28.1941,-1.55093
-26.2316,-28.1912,-1.55566
-26.2125,-28.1775,-1.56008
-26.2013,-28.1678,-1.56363
-26.1953,-28.1625,-1.56308
-26.1832,-28.1516,-1.56809
