Lead1,Lead2,Lead3
10.6255,0.932956,5.36151
9.85069,0.700297,5.41191
8.12271,0.214635,5.87715
6.2164,0.000836101,6.14463
4.70333,0.134043,5.92504
3.9645,0.233527,5.8897
3.65097,0.378175,6.00559
3.28499,0.838162,6.99067
2.56495,1.34586,7.21737
1.24109,2.01167,5.98644
0.446203,3.13416,6.12209
0.164172,4.34566,6.94346
0.0713941,5.0056,6.58578
0.0367767,5.94148,6.96494
0.00605355,8.91032,8.40574
0.317936,13.2264,9.05931
0.867386,15.1396,8.55857
0.884638,14.4425,8.24849
0.785972,14.9453,9.02029
0.878563,16.8751,9.68673
1.46367,19.5974,9.9142
2.81177,23.7836,10.0106
4.70406,27.8747,9.10566
7.38787,31.9498,8.13067
10.7988,38.1157,8.22059
14.5139,43.9223,8.11943
16.3569,46.7792,7.67168
15.1923,45.567,7.62423
11.4639,37.8101,7.12531
9.30983,30.9326,5.8361
9.3733,28.4679,5.52829
9.0784,28.7357,6.26683
10.088,31.4394,6.09273
13.3042,36.474,5.68973
18.0688,45.2536,6.20431
23.0359,54.5868,6.88946
28.8552,64.7373,7.31493
36.4867,78.6675,7.88803
42.4037,89.4231,8.41187
49.5147,99.3583,9.05841
57.7204,111.891,9.49464
63.3374,121.302,9.93573
69.9608,129.202,10.1407
75.0126,135.865,9.42129
75.5257,138.464,9.11374
75.7187,140.086,9.82699
74.6584,140.246,10.4899
70.7093,134.535,9.90982
72.7693,125.141,6.92062
75.3939,117.301,4.49024
70.1985,111.141,4.40356
61.7267,102.992,5.86415
53.2228,98.2926,8.14186
47.275,99.7133,9.64716
44.7853,104.27,11.8342
42.9416,106.108,13.661
38.5553,104.412,15.3561
33.525,105.913,19.4845
30.1606,108.779,23.0922
29.4956,109.24,23.8966
30.676,109.115,22.9424
31.8908,110.141,22.9876
31.8114,109.154,24.2478
30.0675,105.081,22.8132
28.6257,101.086,21.4532
27.309,95.7206,20.7182
24.5243,88.2211,19.1923
22.0535,80.5918,18.1217
20.1693,73.4272,17.0912
17.7316,67.1967,16.1116
